,SYMP,DRUG
5328,7821,C07AA
5329,7802,J05AH
5330,72885,N05AE
5331,56400,N03AX
5332,2699,N01BB
5333,78650,M02AA
5334,3689,A10BB
5335,7840,J05AG
5336,7907,L01XG
5337,586,A04AD
5338,4111,C08DA
5339,72885,C07AG
5340,7872,N04BX
5341,7840,N01BB
5342,78900,J05AG
5343,78550,G02CC
5344,56400,C08CA
5345,56400,N01AH
5346,7840,C01DA
5347,78650,L02BG
5348,586,C09AA
5349,78791,S01FA
5350,78052,R03DA
5351,78791,N05CD
5352,27651,N05AX
5353,7231,A07AA
5354,7823,N05AX
5355,78052,A03FA
5356,37520,N05AX
5357,6959,S01FA
5358,56400,N06AA
5359,7823,N02BA
5360,78550,C08CA
5361,7812,N03AX
5362,4279,M02AA
5363,78052,M05BA
5364,7821,L01AX
5365,7840,J01MA
5366,7821,N02AA
5367,78052,N03AG
5368,2699,N02AA
5369,586,J05AE
5370,7840,N06AF
5371,71690,N05AH
5372,71690,G02CC
5373,4279,N02AC
5374,4279,N06AX
5375,72885,R06AD
5376,72885,N01BB
5377,7907,J05AE
5378,27651,J05AE
5379,7821,A10BG
5380,2875,G04CA
5381,7821,D01AE
5382,7840,L01CB
5383,7823,J01DD
5384,27651,S01AD
5385,2875,M01AC
5386,7231,N06AB
5387,7821,L01XD
5388,78650,C09CA
5389,78550,C10AB
5390,7872,J01AA
5391,78052,L01XG
5392,5849,L01AA
5393,4279,C07AB
5394,7821,N04BD
5395,56400,A03FA
5396,78605,L01BC
5397,7823,N05AC
5398,78791,N06AA
5399,78900,C09AA
5400,586,N06AX
5402,78900,N06DX
5403,78550,C07AB
5404,78900,J05AJ
5405,78900,S01JA
5406,78820,N04BX
5407,3689,J02AC
5408,4279,N06AA
5409,3689,L01BA
5410,3689,J02AC
5411,7821,J01DE
5412,5997,J05AF
5413,78605,J01MA
5414,78791,C03CA
5415,78650,C09AA
5416,5997,N06AX
5417,7825,J01MA
5418,3709,N06AX
5419,5789,G02CC
5420,586,L01EA
5421,7295,N06BA
5422,56400,L01XG
5425,7840,N03AF
5426,72885,C03BA
5427,78650,B01AC
5428,78650,R03CC
5429,2875,N06BA
5430,71690,N05AX
5431,5849,C10AA
5432,7231,J01AA
5433,78650,N02CC
5434,2875,M05BA
5435,7840,G03BA
5436,56400,N02AC
5437,4589,C07AA
5438,78550,L01BC
5439,4279,A03AE
5440,78550,N02CC
5441,72885,S01AD
5442,78791,A10BX
5443,7802,A03AA
5444,78820,M01AC
5445,72885,N03AX
5446,7821,C03AA
5447,78605,N05CD
5448,4279,G02CC
5449,4589,L01XD
5450,78900,G03XC
5451,72885,N02BF
5453,78900,R01AC
5454,78052,S01EC
5455,4279,C03DB
5456,7802,M03BX
5457,4589,N05AD
5458,78550,N04BC
5459,7840,R07AX
5460,5849,L01BB
5461,7840,N07CA
5462,78900,J01MA
5463,7802,C08DB
5464,56400,J01MA
5465,78791,B02AA
5466,7840,H03BA
5467,7823,L01BC
5468,7821,C02CA
5469,56400,J01AA
5470,6959,C10AD
5471,7823,N05BE
5472,7840,C03BA
5473,7840,N05BA
5474,7821,L01BA
5475,71690,M05BA
5476,7802,B01AC
5477,4589,N07XX
5478,7840,J04AB
5480,78551,C01CA
5481,2699,N06AB
5482,78820,N05AB
5483,56400,A10BB
5484,2699,H02AB
5485,7821,J04AB
5486,78605,J05AF
5487,7821,C05AD
5488,37520,S01GX
5489,7802,N06AX
5490,2875,J05AG
5491,4589,N04BD
5492,4279,N02BF
5493,7802,N02CC
5494,72885,C10AA
5495,6959,D06AX
5496,586,N03AF
5497,6959,C07AA
5499,7840,L04AD
5500,6959,L01DB
5501,6959,G03BA
5502,78791,C09AA
5503,7821,L01BA
5504,56400,A03AA
5505,2875,D06AX
5506,7821,D06AX
5507,5849,B01AC
5508,7840,N07BC
5509,7295,N05AH
5510,7823,J01MA
5511,78605,N06AB
5512,2699,C01BC
5513,78900,A16AA
5514,2875,J05AF
5515,72885,N05CF
5516,7821,N06AB
5517,7821,R03BA
5518,27651,J01DD
5519,7823,J05AF
5520,78052,M03CA
5521,56400,G03CA
5522,7802,N04BC
5523,6959,G03AD
5524,72885,C02DB
5525,7872,N03AX
5526,586,G04BE
5527,72885,N03AG
5528,6959,J02AX
5529,78052,D05BB
5530,78650,B01AC
5531,6959,M05BA
5532,7821,C02DA
5533,2699,N07BB
5534,5997,C10AA
5535,71690,A02BC
5536,7821,C02CA
5537,78650,A07AA
5538,2699,A10BH
5539,7821,M05BA
5540,4279,L01BA
5541,586,J05AF
5542,2875,J05AF
5543,2875,N05AX
5544,78900,N06AX
5545,7231,L04AA
5546,3899,M01AG
5547,9916,N06BA
5548,7872,N03AX
5549,4279,M02AA
5550,7821,J05AB
5551,56400,N04BX
5552,2699,N05AF
5553,4589,L04AA
5554,4111,L01BC
5555,2875,N06DA
5556,7821,D07AB
5557,3709,N06AA
5558,586,L01BB
5559,2699,N06AX
5560,5119,G01AA
5561,78650,N02AA
5562,586,C07AB
5563,78900,J01MA
5564,78550,N06AB
5565,6959,N02CC
5566,78550,L01DB
5567,5781,N02AA
5568,2875,M01AE
5569,7840,N05CD
5570,78052,J05AB
5571,78550,N02CC
5572,4279,L01XX
5573,586,N05AX
5574,78791,J05AE
5575,78820,N02CX
5576,78791,N02AA
5577,7872,L01DB
5578,2875,J05AJ
5579,7295,N01AH
5580,4589,M01AC
5581,7840,J01DB
5582,7821,J05AJ
5583,7840,A10BH
5584,2875,L01XG
5585,78906,A02BC
5586,7802,N03AB
5587,78057,N05CD
5588,7840,S01EC
5589,586,A07DA
5590,7840,C02DD
5591,7821,C03CA
5592,7821,A10BH
5593,72885,L01EX
5594,78900,J05AP
5595,7821,H01CA
5596,78052,J01DH
5597,4279,C01BD
5598,7840,J05AB
5599,7821,N06AX
5600,3709,R02AX
5601,7802,N01BB
5602,6959,N06AB
5603,7823,L02BB
5604,78900,A07DA
5605,5997,L01DB
5607,78052,J01MA
5608,78900,N05AH
5609,6959,J05AB
5610,7821,A10BA
5611,56400,J05AJ
5613,72885,A06AX
5614,78052,J01EA
5615,78900,L01DB
5616,7802,C09AA
5617,3709,M02AA
5618,78820,N06DA
5619,7821,N02BF
5620,78900,A06AX
5621,7802,J04AB
5622,78791,S01AA
5623,78550,N05BA
5624,7840,C04AB
5625,78791,J01MA
5626,78550,L01CD
5627,7840,C02KB
5628,5997,A02BC
5629,78605,J01DD
5630,78052,J05AF
5631,2875,N02CC
5632,78605,L01CD
5633,7821,J01AA
5634,78605,G03CA
5635,27651,A05AA
5636,7872,N06AX
5637,78650,C09AA
5639,7840,M02AA
5640,27651,N06DX
5641,7802,J05AE
5643,72885,L01CD
5644,2875,C10AB
5645,7840,A07EC
5646,78605,L01XX
5647,72885,N02AA
5648,78550,L01XG
5649,3709,S02AA
5650,56400,S01EA
5651,78550,M01AH
5652,78650,N06AX
5653,5789,A07EC
5654,78650,A05AA
5655,78605,H05BX
5656,5849,N05AE
5657,2699,L01XX
5658,72885,G01AA
5659,78605,C02CA
5660,78791,N05BA
5661,78605,J05AB
5662,5997,N02CC
5663,78900,J01AA
5664,6959,C08CA
5666,78791,N02AA
5667,78791,L02BG
5668,78900,J04AD
5669,78550,M03BX
5670,4589,J02AX
5671,4279,G02AD
5672,56400,J05AB
5673,7872,N06DX
5674,7821,N06AX
5675,78650,L01BB
5676,78052,A16AA
5678,78791,A02BA
5679,5997,N06AB
5680,78650,N05AE
5681,4589,L01EA
5682,4279,J01MA
5683,7821,N05BA
5684,586,L01BA
5685,3709,N02BF
5686,7802,J05AE
5687,78791,G03CA
5688,78052,C03DB
5689,4279,C01BB
5690,78791,J05AE
5691,7840,C09AA
5692,78550,J04AB
5693,4589,N06AX
5694,6959,L01DB
5695,7840,R03CC
5696,3709,D07AB
5697,71690,A10BX
5698,7840,C09AA
5699,7907,J01DF
5700,7802,M03BA
5701,5997,N02BF
5702,4279,N05AX
5703,78791,N03AX
5704,7840,C08CA
5705,5789,R02AX
5706,7802,G04CA
5707,7823,C03AA
5708,78550,J01XD
5709,78605,J01EC
5710,7821,J04AK
5711,7823,L01AB
5712,2875,C01BA
5713,78052,N05AE
5714,2875,L01EA
5715,5789,N06AB
5716,78052,J01DD
5718,78650,L02BA
5719,7821,A04AA
5720,72885,C01BA
5721,5849,M02AA
5722,72885,N03AB
5723,7840,C02CA
5724,37520,N03AX
5725,2875,V03AF
5726,7802,V04CX
5727,5789,C09AA
5728,78605,A01AC
5729,7840,D05AX
5730,5119,L01EX
5731,78605,L01EA
5732,5780,L01DB
5733,27651,N05AX
5734,5849,L01EA
5735,78057,N05AX
5736,78052,N03AF
5737,78900,J05AG
5738,4279,A04AA
5739,72885,M01AC
5740,5789,N02BA
5742,78605,N05AE
5743,2875,S01GX
5744,2875,J01MA
5745,5789,N03AG
5746,78605,R01BA
5747,7840,N03AX
5748,586,J01CF
5749,5789,S01BC
5750,78650,J05AB
5751,4279,M01AB
5752,78791,A07DA
5753,7840,S03BA
5754,586,J05AF
5755,6959,M02AA
5756,7821,R06AX
5757,3441,S02BA
5758,78550,N06AX
5759,78791,N06DX
5760,2875,P01BC
5761,78900,C09CA
5762,78900,C09CA
5763,78052,C07AB
5765,56400,N05AG
5766,3899,L04AD
5767,78550,G03AD
5768,7840,N07AB
5769,78550,A11DA
5770,7872,L01XB
5771,6959,G03CA
5772,5781,M03BX
5773,2699,A10BK
5774,56400,L01BC
5775,2699,N05BA
5776,7840,S01AD
5777,2875,S01EC
5778,78900,J04AA
5779,7821,G02AD
5780,78550,C01BD
5781,7802,C01BB
5782,78550,D10AF
5783,4589,J01DD
5784,7907,L04AX
5785,78820,N06AA
5786,5997,L01AA
5787,7812,L01CE
5788,56400,A04AA
5789,5119,S01AA
5790,7821,C09AA
5791,78900,G02CC
5792,78605,N02BA
5793,78791,B01AC
5794,5780,N02CC
5795,72885,C10AC
5796,27651,L01CD
5797,2699,J05AP
5798,78052,L01BC
5799,7907,J01GA
5800,78900,R03DX
5801,72885,R03CC
5802,7823,L01CE
5803,5780,R02AX
5804,78900,L01BC
5805,2699,P01AB
5806,78650,L04AX
5807,78550,N07BB
5808,7821,N03AG
5809,78052,H02AB
5810,7821,V03AB
5811,5997,S01EB
5812,78550,N05AH
5813,78791,C07AA
5814,4589,G02AD
5815,78605,N06BA
5816,78550,N05AH
5817,5789,L01AD
5818,7840,R01BA
5819,71690,A07EA
5820,78791,A10BH
5821,37520,D04AA
5822,7821,C10AB
5823,7840,A07AA
5824,7821,R03DC
5825,7840,C03BA
5826,5997,N03AX
5827,56400,N03AA
5828,56400,L01BA
5829,6959,A01AC
5830,56400,L01EX
5831,78650,B01AA
5832,6959,C10AB
5833,7840,A08AA
5834,78605,R03CC
5835,78550,N05CD
5836,78605,N03AF
5837,5997,L04AA
5838,78605,N06AG
5839,6959,M02AA
5840,2875,N05AF
5841,2699,G03CA
5842,78052,J05AB
5843,78550,N05AF
5844,56400,L01CD
5845,4589,J01CF
5846,37100,R02AX
5847,7863,C01BC
5848,5997,M05BA
5849,7840,C09CA
5850,78650,N06BA
5851,78052,N05BA
5852,56400,D04AA
5853,7840,G03DA
5854,7840,C01CA
5855,37520,M02AA
5856,7802,S01BC
5857,5849,L01EB
5858,56400,S02AA
5859,4279,A06AX
5860,7823,L01XD
5861,4589,M04AA
5862,27651,L01XA
5863,3899,P01BC
5864,7821,C09CA
5865,78650,N06AB
5866,78900,J01CF
5867,78550,R01BA
5868,7802,M05BA
5869,78791,J01AA
5870,4279,S01GX
5871,4279,M01AG
5872,78900,S02BA
5873,586,L01AD
5874,78791,L01BB
5875,3709,S01AD
5876,7821,B01AC
5877,7231,G04BE
5878,78650,J04AB
5879,72885,J01MA
5880,4279,N02CC
5881,7802,N03AA
5882,78052,A02BC
5883,78550,V03AF
5884,5781,D10AF
5885,4589,C07AB
5886,5119,L01EX
5887,4279,N02CC
5888,37520,L01XG
5889,6959,N05AH
5891,7812,N05AE
5892,78906,G02CC
5893,4279,C07AB
5894,5997,J01MA
5895,7872,N02BF
5896,78900,G01AF
5897,78900,A04AD
5898,78650,L01AA
5899,5849,D06AA
5900,7821,N02AX
5901,7802,N05AH
5902,2699,A07AA
5903,78550,N06AB
5904,78900,J01DF
5905,7840,V03AC
5906,78650,B01AC
5907,4589,N02AC
5908,7802,N06DA
5909,586,M01AG
5910,7840,C01CA
5911,78550,G03XC
5912,71690,C07AB
5913,5997,B01AB
5914,2875,B02AA
5915,78650,A10BX
5916,7231,C01DA
5917,9916,N03AX
5918,485,N05AX
5919,7821,J01DD
5920,78900,A10BX
5921,78605,J01MA
5922,3899,D01BA
5923,2699,N02AA
5924,78052,P01AX
5925,78550,A04AA
5926,9916,A10BA
5927,56400,M01AG
5928,78820,S01GX
5929,7840,N06AB
5930,6959,A04AD
5931,78900,G04BE
5932,7840,P03AC
5933,7802,M02AA
5934,3899,C07AB
5935,7840,N05AB
5936,72885,N05AB
5937,56400,N06AB
5938,7821,J05AE
5939,7823,L01XG
5940,78791,D05BB
5941,4279,R03AB
5942,72885,C08CA
5943,78900,J01EC
5944,78900,R02AX
5945,78605,A02BC
5946,4589,C09CA
5947,56400,N06AA
5948,7821,M01AX
5949,71690,N01AH
5950,7812,M03BX
5951,78791,N03AG
5952,4589,D11AX
5953,2699,N05AX
5954,71690,A02BC
5955,78605,C08CA
5956,7802,J05AX
5957,7823,C09AA
5958,78650,A04AA
5959,4589,B01AC
5960,78791,C07AA
5961,56400,C01BD
5962,7821,M05BA
5963,78052,R06AX
5964,78052,N05AH
5965,78791,R06AX
5966,78650,J01MA
5967,72885,J05AE
5968,37520,V03AB
5969,7840,D06BX
5970,78791,N05AD
5971,5849,R03DX
5972,78650,M01AH
5973,78900,G04BE
5974,37520,D04AA
5975,72885,J01XX
5976,56400,C03BA
5977,5997,L01XG
5978,78650,N04BX
5979,7821,G04BE
5980,56400,N05BE
5981,78820,A04AA
5982,78052,N06DA
5983,78900,R03CC
5984,2699,L01AC
5985,78652,A02BC
5986,6959,A10BA
5987,7823,C09AA
5988,78605,A04AA
5989,586,N06DX
5990,5789,H05BX
5991,7840,C01BC
5992,37520,N07BC
5993,7840,C08CA
5994,56400,N05CF
5995,56400,N05CM
5996,7840,C05AA
5997,4589,N02BE
5998,4111,M01AH
5999,7821,L04AD
6000,7840,L04AX
6001,7840,P01BA
6002,7821,B01AC
6003,78550,N06AB
6004,78791,J02AC
6005,78900,L01AA
6006,78900,G01AA
6007,78550,L01BC
6008,7840,B01AX
6009,5119,N04BD
6010,586,J05AF
6011,27651,J05AB
6012,6959,D01BA
6013,2875,J01DF
6014,3689,N06AX
6016,78900,R06AX
6017,78900,M01AX
6018,78791,A01AB
6019,78052,G04BE
6020,7802,M03BX
6021,78052,N06DA
6022,7231,N05CH
6023,7872,M05BA
6024,4279,L01XB
6025,7821,J01CE
6026,78820,N03AX
6027,7821,L01BC
6028,2875,C02DA
6029,78791,L01AX
6030,78900,G02AB
6031,78900,C01BD
6032,2699,N05AH
6033,5119,N07XX
6034,78791,A02BA
6035,7802,L01EB
6036,7821,C08CA
6037,7821,V08CA
6038,78791,C03BA
6039,7821,N06BA
6040,56400,N02CX
6041,7823,G04BE
6042,78900,V04CX
6043,5789,N06AB
6044,78650,L01DB
6045,7872,J05AB
6046,78550,B01AA
6047,3899,L01XA
6048,5997,D06BB
6049,2875,L01DB
6050,56400,C02BB
6051,586,J01DC
6052,78550,N06AX
6053,7840,A03AB
6054,7840,N06AX
6055,7840,N06AA
6056,7840,R03CC
6057,9916,N07BC
6058,78605,C10AA
6059,4589,N03AF
6060,2699,J05AE
6061,7823,C01BC
6062,78791,N05AH
6063,4279,S01EA
6064,78551,C08CA
6065,5849,C09AA
6066,5849,C09CA
6067,7821,M01AH
6068,72885,N04BX
6069,72885,J05AP
6070,3689,J02AX
6071,2875,L01BB
6072,3899,S01AA
6073,7821,A02BC
6074,71690,N05CF
6075,4589,C01BC
6076,72885,L04AX
6077,7872,J01MA
6078,7823,G03XA
6079,78550,C05AE
6080,7823,H02AB
6081,4589,D04AA
6082,78605,N02CA
6083,6959,J05AX
6084,72885,S01FA
6085,56400,N05AH
6086,7821,N05BA
6087,78550,N05BE
6088,6959,L01EX
6089,586,R02AX
6090,78791,J01AA
6091,72885,C09AA
6092,7821,N03AA
6093,7840,G03CA
6094,78820,A03AB
6095,7812,N04BC
6096,56400,C01BC
6097,7802,N04BC
6098,7821,R03DC
6099,7823,M04AB
6100,7840,L04AA
6101,5789,M03CA
6102,2699,C10AX
6103,78900,C10AD
6104,78900,J05AE
6105,2875,L01AA
6106,7840,D06AA
6107,78900,N06AX
6108,56400,N07XX
6109,7823,L01AA
6110,78052,J01DC
6111,4589,J01CF
6112,78650,J05AF
6113,7823,M02AA
6114,7812,N06AB
6115,78791,L04AX
6116,72885,J05AE
6117,2699,N05AX
6118,2875,C09CA
6119,78791,G03CA
6120,78791,J05AB
6121,7821,J01CA
6122,78052,H01CA
6123,7872,M03CA
6124,6959,C09CA
6125,586,J01MA
6126,7812,A16AX
6127,6959,J02AC
6128,78791,V03AC
6129,5997,D10AD
6130,78906,C10AB
6131,9916,N05AG
6132,4589,J01DE
6133,7823,R03AB
6134,78650,C03CA
6135,2875,J01MA
6136,78791,R06AX
6137,4589,G04CA
6138,2875,M03CA
6139,78900,N07BB
6140,78791,J05AE
6141,2875,L01BA
6142,78791,S01EC
6143,7821,G04BE
6144,7231,N04BC
6145,72885,N04BD
6146,7802,C08CA
6147,7295,S02AA
6148,7863,L01XB
6149,71690,N06AB
6150,78550,N06AF
6151,7812,N05AD
6152,78900,J01DD
6153,2699,N06AX
6155,2699,A06AX
6156,78052,N07BB
6157,78791,C08CA
6158,78650,J01DD
6159,3689,N06AX
6160,72885,C03AA
6161,3689,M02AA
6162,7821,J01XX
6163,78550,N05AX
6164,7840,C08CA
6165,2875,N03AF
6166,2699,N03AA
6167,78900,J05AF
6168,7840,N03AX
6169,78605,J01DE
6170,4589,N06DA
6171,4111,G04BE
6172,71690,D05BB
6173,78900,J05AD
6174,27651,L01BC
6175,72885,J05AF
6176,586,N02BE
6177,78791,N06BA
6178,78550,G04BD
6179,7840,N05AX
6180,7840,A16AA
6181,7840,N03AC
6182,2699,R03DX
6183,78900,N05CD
6184,7821,C07AA
6185,4589,R06AD
6186,56400,C07AB
6187,7823,L01EX
6188,78791,A10BG
6189,7821,L01EA
6190,7823,L01XX
6191,4589,A06AG
6192,78605,S01AA
6193,71690,N02BF
6194,72885,C10AX
6195,7821,C09AA
6196,7840,G03CA
6197,7840,N05AH
6198,7810,N05AE
6199,78650,A08AA
6200,7840,J01GB
6201,78900,G02AD
6202,7295,N06AB
6203,7821,A02BC
6204,78791,A08AB
6205,586,J05AX
6206,72885,L01EA
6207,78605,D06BB
6208,78550,C01CA
6209,7821,A03AE
6210,4589,B01AF
6211,2699,J05AE
6212,6959,N05CH
6213,78900,H02AB
6214,78550,C03DA
6215,78900,M01AH
6216,78900,L04AX
6217,78605,N02AX
6218,7295,C03AA
6220,7802,N05BC
6221,78900,C07AA
6222,7823,C01BC
6223,27651,L01BB
6224,56400,J01DH
6226,4589,M01AB
6227,4131,C05AE
6228,7840,A07EA
6229,7821,L01BC
6230,7823,N06AB
6231,78820,C01BA
6232,78650,N03AX
6233,7231,N02AX
6234,78820,N01AH
6235,2699,C09AA
6236,586,J05AE
6237,4589,C01BC
6238,7823,G03XB
6239,5997,M01AC
6240,7821,J01DB
6241,5997,S02AA
6242,4279,C10AD
6243,2875,A10BB
6244,78052,L01CD
6245,7821,R06AA
6246,3689,C08CA
6247,78650,J05AG
6248,78791,N03AX
6249,7802,N02AX
6250,3899,M01AB
6251,7821,G03DC
6252,27651,C10AX
6253,78791,A07EA
6254,7821,L01BA
6255,78791,N05CH
6256,78900,L01XX
6257,78052,N02BE
6258,78900,C10AA
6259,7821,C10AA
6260,6959,C07AB
6261,7295,J05AP
6262,7295,S01AD
6263,7821,V03AC
6264,78900,A07EC
6265,4589,B01AC
6266,2875,A16AX
6267,78551,C07AB
6268,7821,C10AB
6269,78650,J01FA
6270,7840,J04AB
6271,78052,C01CA
6272,78791,L01AA
6273,78550,J01AA
6274,7821,N02BE
6275,7840,L01DB
6276,7231,A02BC
6277,78550,J01DD
6278,78052,A02BC
6279,78052,V03AC
6280,72885,A16AA
6281,78900,J05AG
6282,78791,N01AH
6283,4279,C01EB
6284,7802,A01AC
6285,78900,D11AA
6286,78605,C01CA
6287,78052,J05AG
6288,5997,B01AF
6289,7802,G04BD
6290,56400,A02BA
6291,78052,N02BA
6292,7812,J05AC
6293,78551,G04BE
6294,78605,A02BC
6295,6959,C07AG
6296,71690,G04BD
6297,4589,N05AX
6298,72885,C03AA
6299,78791,C09CA
6300,7840,J01DC
6301,2875,P01BA
6302,78052,N05AC
6304,56400,N05AB
6305,78791,J01DF
6306,7802,J01XD
6307,7840,G03BA
6308,78650,S01EE
6309,27651,L01EA
6310,5780,N02BF
6311,2875,S03BA
6312,71690,M01AC
6313,2875,J05AB
6314,78550,G02AD
6315,7821,N03AX
6317,78605,C02AA
6318,4279,J01DD
6319,2699,G04BD
6320,5997,N06BA
6321,7802,C05AE
6322,27651,J01MA
6323,9916,N02BF
6324,78052,N03AX
6325,78605,C05AD
6326,56400,N03AG
6327,7802,D06BB
6328,56400,J01XX
6329,78052,J05AJ
6330,7821,A04AA
6331,7840,J05AG
6332,78650,R01BA
6333,56400,N02BA
6334,7872,L02BG
6335,3689,N03AA
6336,56400,N06AB
6337,7821,N03AF
6338,6959,M02AA
6339,7823,N05CD
6340,78052,N04BC
6341,4279,J01MA
6342,2875,M02AA
6343,4589,N02CC
6344,72885,J01MA
6345,56400,G04BD
6346,5997,C02DA
6348,78052,L01BA
6349,71690,N06DA
6350,72885,C10AB
6351,5789,N04BD
6352,4279,N02AX
6353,72885,L01CE
6354,5789,C03DB
6356,7823,J02AC
6357,2875,M04AA
6358,2875,L01BC
6359,7802,C01BC
6360,78900,P01AX
6361,5789,L01XX
6362,78605,N06AB
6363,3709,N04BD
6364,7821,L01BC
6365,78605,J02AC
6366,78052,N07BA
6367,2875,N06AB
6368,56400,M05BA
6369,78791,S01AA
6371,7821,D10AX
6372,7840,D06AX
6373,7823,N06AB
6374,7840,L01AX
6375,78900,D01AE
6376,78550,H01CA
6377,3689,N02AA
6378,4589,L01XB
6379,7840,L02BA
6380,37430,C01BC
6381,2699,L01BC
6382,78605,A04AA
6383,6959,D05AX
6384,7812,N03AX
6385,5997,N03AF
6387,78791,C07AB
6388,6959,C09AA
6389,78791,J01MA
6390,56400,N06AA
6391,3689,A01AC
6392,5997,N05AE
6393,56400,N05BA
6394,78605,M02AA
6395,78052,N06AB
6396,9916,N07XX
6397,3441,A07EA
6398,78820,N06AA
6399,56400,L01AX
6400,4131,N07BA
6401,4589,N06AG
6402,72885,A08AB
6403,5119,N02BE
6404,7812,L01BC
6405,78052,C03BA
6406,78052,N06AA
6407,2699,N05BA
6408,7823,C01BB
6409,7821,C03DB
6410,7823,C10AA
6411,586,N03AX
6412,7802,J05AG
6413,5997,N06AX
6414,78650,B01AX
6415,78820,A03BA
6416,7821,L01XX
6417,78900,A01AB
6418,78791,N02CC
6419,7840,C01CA
6421,78650,L02BG
6422,586,C09AA
6423,78550,J04AB
6424,4279,C10AA
6425,586,A02BC
6426,4279,N03AG
6427,78052,L01EA
6428,7821,N06BA
6429,78605,C09CA
6430,5849,L01DB
6431,7872,V03AF
6432,4589,G04CA
6433,78550,N05CD
6434,78791,L01EX
6435,72885,C09CA
6436,7231,N05CD
6437,7802,N06AA
6438,27651,L01XG
6439,7802,P01AX
6440,2875,L01XX
6441,2699,N06BC
6442,586,C07AA
6443,78550,S01ED
6444,78791,N02AA
6445,5997,N05AX
6446,78605,C03BA
6447,78550,M01AX
6448,78820,G02CC
6449,5849,A10BH
6450,78052,N06AX
6451,5119,C01BD
6452,56400,C09CA
6453,7295,D11AA
6454,586,S01AA
6455,7821,J04AC
6456,27651,L04AX
6457,56400,G04CA
6458,5780,L01EA
6459,7823,G02CC
6460,7823,N02CC
6461,78550,C08CA
6462,78900,C09AA
6463,7872,C03BA
6464,7821,A02BC
6465,586,L01XG
6466,72885,M05BA
6469,7823,J05AF
6470,78605,L01EX
6471,7840,C07AA
6472,78791,S01BC
6473,4589,C05AE
6474,78550,N05BA
6475,4131,N02CC
6476,56400,N03AG
6477,72885,A10BH
6478,7231,J05AP
6479,5849,C09AA
6480,3689,G02CC
6482,78900,A02BC
6483,78791,A08AA
6484,72885,A16AX
6485,7840,C02AB
6486,7802,N03AF
6487,56400,C02AC
6488,7821,D11AX
6489,4589,N03AX
6490,37520,S01FA
6491,56400,N05CD
6492,5997,C01EB
6493,78791,N02CC
6494,7840,N05AE
6495,56400,N06AA
6496,78550,R01BA
6497,4589,C07AB
6498,7840,N03AG
6499,78900,J01AA
6500,586,N06DA
6501,78650,C07AB
6502,7823,C09CA
6503,7823,D06BB
6504,2875,L02BA
6505,7812,N03AE
6506,5789,M01AE
6507,7840,S01BC
6508,4589,G04BD
6509,7840,N06DA
6510,586,J05AJ
6511,78052,R01AA
6512,78791,C08CA
6513,7863,B01AF
6514,7823,C07AB
6515,27651,C03DA
6516,7840,N05CF
6517,7821,J01MA
6518,78650,A02BA
6519,7802,S01EB
6520,7863,N02BF
6521,7821,P01BC
6522,7840,H01CA
6523,78650,N02BA
6524,56400,N05AA
6525,78900,M03CA
6526,78052,L04AA
6527,6959,C01BD
6528,7802,C10AD
6529,2875,S01AA
6530,78791,J01MA
6531,78052,A04AA
6532,78900,L04AX
6533,4589,J01DB
6534,78900,P03AC
6535,78650,C10AA
6536,2875,N06AA
6537,78820,N06AA
6538,7823,M02AA
6539,7821,C01BC
6540,7840,N07XX
6541,3899,N07CA
6542,78550,L01DB
6543,7823,B01AF
6544,7872,N07XX
6545,4589,S01FA
6546,7812,N05AX
6547,7840,H02AB
6548,5997,M02AA
6549,56400,J01MA
6550,78052,J05AE
6551,78052,S01GX
6552,78820,S01FA
6553,78052,J01MA
6555,7821,G03XA
6556,78900,N04BC
6557,7823,L01EB
6558,78650,A06AX
6559,37520,J01MA
6560,4589,G03XB
6561,78900,S01GX
6562,5780,M01AB
6563,78605,C01EB
6565,78605,L04AD
6566,78052,J05AB
6567,7840,V03AF
6568,72885,N06AX
6569,7812,N02CC
6570,5780,L01XX
6571,7895,N04BC
6572,78650,L04AA
6573,7812,N02AA
6574,4279,H05BX
6575,7823,L01BB
6576,7840,N05CD
6577,6959,C10AA
6578,5789,M05BA
6579,2699,L01DB
6580,7821,J01DD
6581,7823,A10BA
6583,71690,J01MA
6584,7812,H05BX
6585,5781,N05AX
6586,3689,G03CA
6587,7840,C08CA
6588,7231,L01EA
6589,78550,J05AC
6590,56400,G04CA
6591,7823,M01AB
6592,27651,L01EA
6593,3689,D01BA
6594,78791,N06AX
6595,4589,C04AB
6596,4279,C03CA
6597,78791,D06BB
6598,56400,N04BC
6599,7821,C01BA
6600,4589,M05BA
6601,78791,G03DA
6602,78906,M01AE
6603,78550,N04BX
6604,5789,J04AA
6606,7823,C02AA
6607,5780,M01AC
6608,5997,J01DD
6609,7840,B01AC
6610,7840,N03AD
6612,72885,N05AA
6613,78605,C08CA
6614,78900,C10AB
6615,7907,J01DH
6616,78791,J05AE
6617,27651,N05AH
6618,7840,A02BC
6619,78900,N05AX
6620,78791,M01AB
6621,78052,C09AA
6622,78650,N05CF
6623,78052,J05AF
6624,7840,M03CA
6625,72885,N06DA
6626,78900,C07AB
6627,4279,M02AA
6628,7840,D11AX
6629,78650,N05AG
6630,5781,B01AC
6631,72885,G03XC
6632,78650,N05AH
6633,72885,N04BC
6634,7840,J01MA
6635,5997,C10AX
6636,4279,C09AA
