,SYMP,DRUG
4449,7855,J05A
4450,4589,C09A
4451,4589,A06A
4452,78791,S01E
4453,7855,J01M
4454,7231,N03A
4455,5119,L04A
4456,78605,N05A
4457,7812,L01B
4458,7242,N03A
4459,7823,L04A
4460,78791,C01B
4461,4589,N02A
4462,7840,A02B
4463,7802,G04B
4464,7823,G02C
4465,7821,V03A
4466,4279,V03A
4467,4279,J02A
4468,78791,A03F
4469,7821,C03A
4470,7865,L01D
4471,5640,G03D
4472,27651,L01D
4473,7821,N05C
4474,5640,N03A
4475,5640,C10A
4476,7821,J01X
4477,7895,N01A
4478,7169,N02C
4480,7840,A03A
4481,7865,G04B
4482,7169,N06A
4483,7840,J01D
4484,7825,N07X
4485,78097,N05A
4486,2875,N02A
4487,78791,B02A
4488,5640,N04B
4489,4589,L04A
4490,5997,G02C
4491,4279,R03C
4492,78052,L01E
4493,7231,A07E
4494,7840,J05A
4495,3752,J01X
4497,7821,N07A
4498,7823,G01A
4499,4589,C08C
4500,78906,G02C
4501,4279,M05B
4502,78052,C09A
4503,7840,N02C
4504,7821,A02B
4505,2875,C09A
4506,27651,G02C
4507,4589,L04A
4508,7882,G04B
4509,2875,C01A
4510,7169,C09C
4511,7812,N01A
4512,5997,L01E
4513,5849,J05A
4514,7802,N06D
4515,5640,L01C
4516,7890,S01A
4517,2875,M03B
4518,7865,N01A
4519,7802,A10B
4520,78605,C04A
4521,7295,J05A
4522,7907,S03A
4523,78791,A07E
4524,7872,N03A
4525,5640,N06B
4526,78097,J01D
4528,7840,S01E
4529,7812,N03A
4530,78605,C08C
4531,2875,L01D
4532,5119,L01B
4533,27651,N03A
4534,7855,J01D
4535,7840,C02D
4536,5789,B01A
4537,78605,J01M
4538,7840,B01A
4539,78791,J05A
4540,7890,S01F
4541,3709,J05A
4543,78605,N02C
4544,7872,N05A
4545,7821,G04C
4546,7872,A02B
4547,7840,G04B
4548,78791,N02C
4549,7169,A01A
4551,7855,M03B
4552,78052,C08D
4553,2875,J05A
4554,5119,V03A
4555,78052,N06B
4556,3689,N04B
4557,7865,L01B
4558,7863,M02A
4559,4589,B01A
4560,7865,N05B
4561,7840,L01E
4562,78052,A10B
4563,5640,C02C
4564,7295,C08C
4565,7895,S01A
4566,7890,J05A
4567,6959,C09C
4569,7855,M01A
4570,7823,L01D
4571,3899,L01B
4572,7855,C09C
4573,78791,A03B
4576,7231,G03C
4577,4589,L01X
4578,2875,G03X
4579,7802,J01D
4580,2875,C09C
4581,7821,R03C
4582,72885,C09C
4583,7823,L01A
4584,78052,G03C
4585,7840,D11A
4586,27651,M01A
4587,2875,M01A
4588,7823,J05A
4589,78605,C07A
4590,4589,C09A
4591,2699,J01C
4592,4589,C02C
4593,7855,N03A
4594,78791,N06A
4595,7840,J01A
4596,7821,R03D
4597,2875,J05A
4598,78052,R03C
4599,7821,J02A
4600,4279,N05A
4601,7890,J01E
4602,7840,J02A
4603,7890,N02A
4604,7840,N05A
4605,7855,C03B
4606,7890,A03A
4607,7823,S02B
4608,7169,S01L
4609,7890,G03X
4610,7802,N06B
4611,7840,N05C
4612,6959,C01B
4613,7821,A04A
4614,7890,P01A
4615,7865,C03D
4616,78057,N05A
4617,3899,J01F
4618,2875,A16A
4619,5640,C01D
4620,7169,R02A
4621,5789,N06A
4622,7895,S02A
4623,7823,N06A
4624,7890,V03A
4625,7821,R03D
4626,2875,N06A
4627,5860,N01A
4628,5997,L02B
4629,7821,L04A
4630,7840,R06A
4631,78605,C03D
4632,27651,N06A
4633,2875,B01A
4634,6959,L01X
4635,7823,C10A
4636,7907,J01X
4637,78605,L04A
4638,78052,N03A
4639,7890,N02C
4640,4589,N06A
4641,2875,C01D
4642,7823,C01B
4643,78791,R03D
4644,7882,G04B
4645,7855,A02B
4646,7823,D05B
4647,4589,G04C
4648,7855,L01E
4649,7821,P01A
4650,7890,C01B
4651,3689,N03A
4652,4279,N05B
4653,7872,N05A
4654,2875,J05A
4655,5849,M05B
4656,7890,N06B
4657,7840,C02A
4658,78605,C09C
4659,7890,L01X
4660,7295,N02B
4661,2875,J05A
4662,7855,S01G
4663,7823,R06A
4664,7802,J01C
4665,2699,G02C
4666,7840,L01X
4667,7890,C01C
4668,7802,L01C
4669,4589,S01E
4670,5860,J05A
4671,7823,M01A
4672,7821,P02C
4673,7812,N06A
4674,4279,A02B
4675,5860,C01E
4676,5640,N02C
4677,5860,N04B
4678,7865,J04A
4679,7802,A04A
4680,7821,C01E
4681,6959,N05A
4682,5640,A02B
4683,78906,N06D
4685,78605,J01A
4686,5640,D10A
4687,7855,N03A
4688,78791,N04B
4689,5789,A10B
4690,2875,L01B
4691,72885,V03A
4692,78605,N06A
4693,5997,J01M
4694,6959,A01A
4695,7169,N02A
4696,78052,C03A
4697,7890,A16A
4698,7823,N06A
4699,5849,C07A
4700,7823,A10B
4701,7821,A02B
4702,72885,N03A
4703,78791,L01A
4704,7890,L01A
4705,7865,R01A
4706,78057,G03B
4707,4279,D07A
4708,4589,N05C
4709,5997,L01B
4710,7823,C03C
4711,4589,N04B
4712,7863,N06A
4713,7865,M05B
4714,4279,J01D
4715,5640,J01M
4716,7890,L01A
4717,5860,J04A
4718,78791,L01X
4719,7823,D07A
4720,7855,C09A
4721,5860,J01M
4722,3752,D11A
4723,5640,A03A
4725,78791,R07A
4726,7890,G03D
4727,4279,G04B
4728,7821,P01A
4729,7840,C09A
4730,7821,N01B
4731,78791,C01D
4732,7855,J01C
4733,7823,J01M
4734,7802,D10A
4735,7812,J01D
4736,5640,H05B
4737,7823,S01J
4738,7840,M01A
4740,2875,N03A
4742,5849,A07E
4743,7855,L01B
4744,78052,L04A
4745,72885,M01A
4746,4589,C07A
4748,5860,M01A
4749,5781,J05A
4750,2699,V03A
4751,3709,L01X
4752,7865,G03X
4753,4589,C01C
4754,4279,D05A
4755,6959,S01E
4756,7821,G04B
4757,2875,L01E
4758,6959,N05C
4759,5781,A07E
4760,5640,M01A
4761,5640,N05A
4762,7855,R06A
4763,4589,L01X
4764,78791,G04B
4765,4279,N06A
4766,7882,L04A
4767,72885,C01E
4768,6959,A10B
4769,2875,L01A
4770,5640,J01M
4771,78052,J02A
4772,7823,N01A
4773,27651,L01E
4774,5640,G04B
4775,7821,N03A
4776,78791,C07A
4777,7802,N05A
4779,72885,R05D
4780,7855,S01E
4781,27651,L01C
4782,7840,N05C
4783,7840,N02B
4784,7865,M01A
4785,7890,R03D
4787,6959,C04A
4788,5640,A07A
4789,7840,J02A
4790,7821,J01D
4791,5997,J05A
4792,4589,B05B
4793,5860,B01A
4794,6959,N06B
4795,7821,N02C
4796,3899,C01B
4797,7890,L01B
4798,78605,N02A
4799,5849,C01E
4800,7890,C03C
4801,2875,J05A
4802,6959,C05A
4803,27651,N02B
4804,5119,J01D
4805,27651,J05A
4806,7855,N03A
4807,7840,C09A
4808,7855,N06B
4809,7812,N02A
4810,78791,N06A
4811,5640,L01E
4812,78052,C02A
4813,7882,N05A
4814,78605,C08C
4815,7882,N05A
4816,78052,N06A
4817,3899,S01A
4818,7865,D06B
4819,78791,N06D
4820,7890,L02B
4821,5640,R06A
4822,7890,C09C
4823,5849,M01A
4824,72885,R06A
4825,78791,N05A
4826,2699,A07E
4827,7295,R06A
4828,5640,N06D
4829,5789,M01A
4830,3899,S01A
4831,5780,M02A
4832,78791,L01C
4833,7890,J01D
4834,5997,M05B
4835,3689,D11A
4836,7823,J05A
4837,3743,S01E
4838,5860,N02B
4839,7855,N06A
4840,3689,N02B
4841,7169,J05A
4842,5860,J05A
4844,2875,N05A
4845,4279,N06A
4846,5860,L01E
4848,78605,N05A
4849,78605,L01D
4850,4589,N05A
4851,78052,N06A
4852,78906,N03A
4853,6959,N05C
4854,7812,N03A
4855,7231,N07B
4856,7823,A01A
4857,7855,L01X
4858,5780,M01A
4859,7882,N05C
4860,5640,H01C
4861,7872,A04A
4862,5640,A02B
4863,7872,L04A
4864,7802,N01A
4865,7821,M01A
4866,5860,C01B
4867,7890,M01A
4868,6959,J05A
4869,4589,C07A
4870,2699,H05B
4871,7863,N03A
4872,7821,N04B
4873,7821,D06B
4874,5640,C01B
4875,4589,N01A
4876,7802,C01E
4877,7840,S01A
4878,78052,C03B
4879,7890,N06A
4880,2875,N06A
4881,78605,R06A
4882,7821,G04B
4883,7872,J01M
4884,78605,C01C
4885,7872,J01M
4886,5780,M01A
4887,78791,M02A
4888,7890,C03A
4889,7907,J01M
4890,2875,D01B
4891,5789,L01D
4892,7882,A03A
4893,5860,C09C
4894,2699,N06D
4895,7823,M04A
4896,7823,L01B
4897,7855,C09A
4898,5849,N06D
4899,5860,C01C
4900,2875,J01D
4901,78791,N05C
4902,7865,G04B
4903,78052,J01A
4904,4279,N06A
4905,3689,N05A
4906,78605,N03A
4907,7802,S01E
4908,7907,J01X
4909,7295,G03D
4910,7895,L01X
4911,5997,G03X
4912,5640,N05C
4913,6959,J01X
4914,7295,L04A
4915,7821,P01B
4916,4111,N02A
4917,7823,A03F
4918,78052,M02A
4919,3743,S01E
4920,3899,L01X
4921,4279,M03B
4922,7855,C09A
4923,5780,R03D
4924,5997,G04B
4925,3689,V03A
4926,5640,L01D
4927,5780,N06A
4928,7882,N03A
4929,7890,C08C
4930,5789,M01A
4931,5640,M04A
4932,27651,A07A
4933,5860,C07A
4934,72885,B01A
4935,7823,C08D
4936,4589,C07A
4937,7802,N06A
4938,7855,R03B
4939,2875,N03A
4940,3710,M02A
4941,7840,C03A
4942,7242,N06A
4943,72885,N06A
4944,7821,J05A
4945,78052,N02A
4946,2875,N05A
4947,6959,J01D
4948,5780,L01A
4949,7823,P03A
4950,7863,N02A
4951,78605,N06A
4952,72885,C03C
4953,72885,L04A
4954,7821,N03A
4955,7840,G04B
4956,2699,R03C
4957,78791,N02C
4958,6959,J02A
4959,7882,M05B
4960,7295,A10B
4961,2875,N04B
4962,5640,R06A
4963,4589,C01D
4964,7865,J05A
4965,7812,N06A
4966,2699,N06B
4967,72885,C09A
4968,5860,C07A
4969,2875,R03D
4970,7840,V08C
4971,5860,G03B
4972,78052,M01A
4973,78605,C07A
4974,78791,J01D
4975,5119,N01A
4976,7890,G04B
4977,78605,L01X
4978,4111,C05A
4979,2875,J05A
4980,78791,A16A
4981,4850,L01E
4982,78551,L04A
4983,7823,C07A
4984,78791,A02B
4987,5780,N07B
4988,7802,M05B
4989,5789,A02B
4990,5640,N06B
4991,5789,M01A
4992,78605,S01E
4993,72885,J05A
4994,7295,N06A
4995,7840,L01X
4996,7872,N05A
4997,78097,L04A
4998,7890,B01A
4999,78605,C07A
5000,7890,B05C
5001,5997,J05A
5002,78791,R03D
5003,3899,N06D
5004,5849,N06A
5005,7840,N02C
5006,4589,J01D
5007,5119,L01A
5008,7823,S01E
5009,7821,N01A
5010,27651,H05B
5011,7802,N05A
5012,72885,N04B
5013,7823,G04B
5014,5849,C09A
5015,78605,B01A
5016,7890,J05A
5018,4279,N06A
5019,7863,L01B
5020,78605,R03B
5021,78605,L02B
5022,7823,N03A
5023,7855,N06A
5024,7890,A10B
5025,78052,N04B
5026,7231,N03A
5027,5119,A05A
5028,7872,N05A
5029,5640,A10B
5030,78052,C04A
5031,7890,M01A
5032,78791,N03A
5034,7872,A07A
5035,7295,L04A
5036,78605,N05A
5037,3752,L01E
5038,7882,N02B
5039,3689,D07A
5040,2699,J05A
5041,7872,L01A
5042,2875,N06A
5043,7890,G03A
5044,2699,L01E
5045,5997,L01A
5046,7169,D11A
5047,2699,N05A
5048,7840,N04B
5049,2875,N02B
5050,7812,N05A
5051,3689,G04B
5052,7855,N02A
5053,5640,N05C
5054,7840,A02B
5056,3709,N03A
5057,3752,G04B
5058,3752,S01G
5059,7840,H05B
5060,78052,C02C
5061,7890,P01A
5062,4589,V08C
5063,78052,R03A
5064,7895,N05A
5065,7823,B01A
5066,5780,N03A
5067,4279,N05C
5068,5849,N05A
5069,7840,A10B
5070,7840,A04A
5071,2699,L01E
5072,78052,M05B
5073,78791,N06A
5074,7821,D01A
5075,7840,M01A
5076,2875,B01A
5077,2875,N06A
5078,2875,N07X
5079,2875,C03B
5080,7855,N05C
5081,4279,N01B
5082,78605,S01E
5083,7802,N05A
5084,7821,L01E
5085,7821,R01A
5086,5789,J05A
5087,7882,N06A
5088,7840,S01E
5089,4279,S01E
5090,7821,N05A
5091,5860,M03B
5092,7863,L01A
5093,7295,L01X
5094,78791,A07A
5095,7882,N05A
5096,2875,J01D
5097,78605,N04B
5098,7802,B01A
5099,7855,N06A
5100,5860,J01D
5101,78791,V03A
5102,9916,D11A
5103,78791,N06A
5104,3899,J01G
5105,7821,C07A
5107,2875,N05A
5108,7823,J01M
5109,2875,M01A
5110,7840,A16A
5111,7855,J02A
5112,7802,J05A
5113,78605,L01X
5115,5640,C10A
5116,78052,R03B
5117,78791,C10A
5119,4279,L04A
5120,72885,M03B
5121,78052,G04C
5122,78052,G03X
5124,7840,C08D
5125,78052,H05B
5126,2875,C07A
5127,7882,N06B
5128,78791,L01A
5129,4589,A03F
5130,9916,N04B
5131,7872,N06A
5132,7840,J05A
5133,7821,N06A
5134,7821,A16A
5135,3752,S02A
5136,7821,J05A
5137,7823,L01D
5138,5789,J01M
5139,7231,G02C
5140,2699,C01D
5141,7823,H05B
5142,5997,J02A
5143,7840,M05B
5144,7812,V03A
5145,5640,N05A
5146,27651,L01X
5147,5860,J05A
5148,7821,L01E
5149,78605,N03A
5150,4589,N05C
5151,3899,J05A
5152,7821,C07A
5153,78605,L02B
5154,5849,J01A
5155,4279,C08D
5156,5640,N06D
5157,7840,L01A
5158,7890,C10A
5159,5640,A10B
5160,2875,D04A
5161,7823,C03B
5162,7823,J01D
5164,78605,M05B
5165,78791,R03B
5166,7821,J05A
5167,78791,M03B
5168,5640,J01F
5169,7872,N04B
5170,7865,J05A
5171,7840,L01X
5172,5640,A05A
5173,7840,B01A
5174,5849,N04B
5176,5860,M01A
5177,7823,D10A
5178,7890,N06A
5179,7840,N05A
5180,4850,B05B
5181,7295,N06A
5182,78791,S02A
5183,4589,N05B
5184,7169,C03B
5185,78791,R03C
5186,7169,D09A
5187,3899,C10A
5188,7821,N06B
5189,4589,L01B
5190,78791,L02B
5191,7865,L01B
5192,7865,G04B
5193,72885,G02C
5194,7821,M03B
5195,5860,N06A
5196,7821,G04B
5197,78791,S01G
5198,7823,J05A
5199,7295,L02B
5200,2699,L01B
5201,7865,G02A
5202,7802,N05A
5203,5789,J05A
5204,3689,C09A
5205,7872,N05A
5206,7802,N06A
5207,7865,D05B
5208,4589,C07A
5209,7863,S01A
5210,4279,H02A
5211,4279,C07A
5212,78791,G01A
5213,7802,C09A
5214,7865,N03A
5215,2699,N04B
5216,7812,N06A
5217,7821,N04B
5218,7231,G01A
5219,7821,S01J
5220,5849,L01B
5221,78052,N05A
5222,7802,S01F
5223,4279,C09A
5224,5640,M05B
5225,4279,M01A
5226,7821,J01M
5227,78791,A03A
5228,5640,N06A
5229,78052,N04B
5230,2875,L01B
5231,78791,J01A
5232,4589,N02C
5233,3752,J05A
5234,78052,C10A
5235,7821,J05A
5236,7882,G04B
5237,78052,N05C
5238,2699,N06B
5239,5997,C03C
5240,2875,J05A
5241,7840,D01A
5242,2875,J01X
5243,5997,N02B
5244,5640,C07A
5245,6959,D06B
5246,7821,N05A
5247,7821,J01G
5248,7865,N03A
5249,7823,N03A
5250,3709,C07A
5251,7821,N05B
5252,2875,J04A
5253,7823,C09A
5254,78791,G04B
5255,3689,L04A
5256,4589,N02C
5257,7840,B05B
5258,5789,J01D
5259,27651,J05A
5260,2699,A10B
5261,7882,G04B
5262,6959,L01X
5263,5789,M03B
5264,7890,C09A
5265,7890,R03D
5266,2699,L01D
5267,4589,C10A
5268,7855,A07E
5269,4279,S01B
5270,78052,N05C
5271,5860,L04A
5273,2699,A08A
5274,7821,C03D
5275,78052,M01A
5276,5997,A02B
5277,7855,S03B
5278,4589,N04B
5279,7802,L01C
5280,5789,N06A
5281,7907,L01B
5282,2875,J01D
5283,7890,A07E
5284,7802,C05A
5285,78052,L04A
5286,2699,L01E
5287,2699,N06A
5288,72885,J05A
5289,78052,R06A
5290,5997,M01A
5291,7840,A11H
5292,7802,J01M
5294,78052,G04B
5295,78052,N06A
5296,5997,N06A
5297,72885,A03B
5298,4589,M03B
5299,7812,N05A
5300,78651,N04B
5301,7802,N05C
5302,5780,L01E
5303,7840,J01C
5304,7855,C02C
5305,7231,N05C
5306,7855,N02C
5307,7821,D07A
5308,7840,G04B
5309,9916,N05A
5310,7865,C08C
5311,7865,G04B
5312,2875,S01A
5313,7890,J05A
5314,3752,S01B
5315,5780,A02B
5316,7823,S01L
5317,7855,A07A
5318,7802,C01B
5319,7802,B02A
5320,3689,J01M
5321,7823,L01B
5322,7865,C09A
5323,3752,D10A
5324,7840,J01M
5325,7890,G03D
5326,7890,N05C
5327,7802,V03A
5328,7821,C07A
5329,7802,J05A
5330,72885,N05A
5331,5640,N03A
5332,2699,N01B
5333,7865,M02A
5334,3689,A10B
5335,7840,J05A
5336,7907,L01X
5337,5860,A04A
5338,4111,C08D
5339,72885,C07A
5340,7872,N04B
5341,7840,N01B
5342,7890,J05A
5343,7855,G02C
5344,5640,C08C
5345,5640,N01A
5346,7840,C01D
5347,7865,L02B
5348,5860,C09A
5349,78791,S01F
5350,78052,R03D
5351,78791,N05C
5352,27651,N05A
5353,7231,A07A
5354,7823,N05A
5355,78052,A03F
5356,3752,N05A
5357,6959,S01F
5358,5640,N06A
5359,7823,N02B
5360,7855,C08C
5361,7812,N03A
5362,4279,M02A
5363,78052,M05B
5364,7821,L01A
5365,7840,J01M
5366,7821,N02A
5367,78052,N03A
5368,2699,N02A
5369,5860,J05A
5370,7840,N06A
5371,7169,N05A
5372,7169,G02C
5373,4279,N02A
5374,4279,N06A
5375,72885,R06A
5376,72885,N01B
5377,7907,J05A
5378,27651,J05A
5379,7821,A10B
5380,2875,G04C
5381,7821,D01A
5382,7840,L01C
5383,7823,J01D
5384,27651,S01A
5385,2875,M01A
5386,7231,N06A
5387,7821,L01X
5388,7865,C09C
5389,7855,C10A
5390,7872,J01A
5391,78052,L01X
5392,5849,L01A
5393,4279,C07A
5394,7821,N04B
5395,5640,A03F
5396,78605,L01B
5397,7823,N05A
5398,78791,N06A
5399,7890,C09A
5400,5860,N06A
5402,7890,N06D
5403,7855,C07A
5404,7890,J05A
5405,7890,S01J
5406,7882,N04B
5407,3689,J02A
5408,4279,N06A
5409,3689,L01B
5410,3689,J02A
5411,7821,J01D
5412,5997,J05A
5413,78605,J01M
5414,78791,C03C
5415,7865,C09A
5416,5997,N06A
5417,7825,J01M
5418,3709,N06A
5419,5789,G02C
5420,5860,L01E
5421,7295,N06B
5422,5640,L01X
5425,7840,N03A
5426,72885,C03B
5427,7865,B01A
5428,7865,R03C
5429,2875,N06B
5430,7169,N05A
5431,5849,C10A
5432,7231,J01A
5433,7865,N02C
5434,2875,M05B
5435,7840,G03B
5436,5640,N02A
5437,4589,C07A
5438,7855,L01B
5439,4279,A03A
5440,7855,N02C
5441,72885,S01A
5442,78791,A10B
5443,7802,A03A
5444,7882,M01A
5445,72885,N03A
5446,7821,C03A
5447,78605,N05C
5448,4279,G02C
5449,4589,L01X
5450,7890,G03X
5451,72885,N02B
5453,7890,R01A
5454,78052,S01E
5455,4279,C03D
5456,7802,M03B
5457,4589,N05A
5458,7855,N04B
5459,7840,R07A
5460,5849,L01B
5461,7840,N07C
5462,7890,J01M
5463,7802,C08D
5464,5640,J01M
5465,78791,B02A
5466,7840,H03B
5467,7823,L01B
5468,7821,C02C
5469,5640,J01A
5470,6959,C10A
5471,7823,N05B
5472,7840,C03B
5473,7840,N05B
5474,7821,L01B
5475,7169,M05B
5476,7802,B01A
5477,4589,N07X
5478,7840,J04A
5480,78551,C01C
5481,2699,N06A
5482,7882,N05A
5483,5640,A10B
5484,2699,H02A
5485,7821,J04A
5486,78605,J05A
5487,7821,C05A
5488,3752,S01G
5489,7802,N06A
5490,2875,J05A
5491,4589,N04B
5492,4279,N02B
5493,7802,N02C
5494,72885,C10A
5495,6959,D06A
5496,5860,N03A
5497,6959,C07A
5499,7840,L04A
5500,6959,L01D
5501,6959,G03B
5502,78791,C09A
5503,7821,L01B
5504,5640,A03A
5505,2875,D06A
5506,7821,D06A
5507,5849,B01A
5508,7840,N07B
5509,7295,N05A
5510,7823,J01M
5511,78605,N06A
5512,2699,C01B
5513,7890,A16A
5514,2875,J05A
5515,72885,N05C
5516,7821,N06A
5517,7821,R03B
5518,27651,J01D
5519,7823,J05A
5520,78052,M03C
5521,5640,G03C
5522,7802,N04B
5523,6959,G03A
5524,72885,C02D
5525,7872,N03A
5526,5860,G04B
5527,72885,N03A
5528,6959,J02A
5529,78052,D05B
5530,7865,B01A
5531,6959,M05B
5532,7821,C02D
5533,2699,N07B
5534,5997,C10A
5535,7169,A02B
5536,7821,C02C
5537,7865,A07A
5538,2699,A10B
5539,7821,M05B
5540,4279,L01B
5541,5860,J05A
5542,2875,J05A
5543,2875,N05A
5544,7890,N06A
5545,7231,L04A
5546,3899,M01A
5547,9916,N06B
5548,7872,N03A
5549,4279,M02A
5550,7821,J05A
5551,5640,N04B
5552,2699,N05A
5553,4589,L04A
5554,4111,L01B
5555,2875,N06D
5556,7821,D07A
5557,3709,N06A
5558,5860,L01B
5559,2699,N06A
5560,5119,G01A
5561,7865,N02A
5562,5860,C07A
5563,7890,J01M
5564,7855,N06A
5565,6959,N02C
5566,7855,L01D
5567,5781,N02A
5568,2875,M01A
5569,7840,N05C
5570,78052,J05A
5571,7855,N02C
5572,4279,L01X
5573,5860,N05A
5574,78791,J05A
5575,7882,N02C
5576,78791,N02A
5577,7872,L01D
5578,2875,J05A
5579,7295,N01A
5580,4589,M01A
5581,7840,J01D
5582,7821,J05A
5583,7840,A10B
5584,2875,L01X
5585,78906,A02B
5586,7802,N03A
5587,78057,N05C
5588,7840,S01E
5589,5860,A07D
5590,7840,C02D
5591,7821,C03C
5592,7821,A10B
5593,72885,L01E
5594,7890,J05A
5595,7821,H01C
5596,78052,J01D
5597,4279,C01B
5598,7840,J05A
5599,7821,N06A
5600,3709,R02A
5601,7802,N01B
5602,6959,N06A
5603,7823,L02B
5604,7890,A07D
5605,5997,L01D
5607,78052,J01M
5608,7890,N05A
5609,6959,J05A
5610,7821,A10B
5611,5640,J05A
5613,72885,A06A
5614,78052,J01E
5615,7890,L01D
5616,7802,C09A
5617,3709,M02A
5618,7882,N06D
5619,7821,N02B
5620,7890,A06A
5621,7802,J04A
5622,78791,S01A
5623,7855,N05B
5624,7840,C04A
5625,78791,J01M
5626,7855,L01C
5627,7840,C02K
5628,5997,A02B
5629,78605,J01D
5630,78052,J05A
5631,2875,N02C
5632,78605,L01C
5633,7821,J01A
5634,78605,G03C
5635,27651,A05A
5636,7872,N06A
5637,7865,C09A
5639,7840,M02A
5640,27651,N06D
5641,7802,J05A
5643,72885,L01C
5644,2875,C10A
5645,7840,A07E
5646,78605,L01X
5647,72885,N02A
5648,7855,L01X
5649,3709,S02A
5650,5640,S01E
5651,7855,M01A
5652,7865,N06A
5653,5789,A07E
5654,7865,A05A
5655,78605,H05B
5656,5849,N05A
5657,2699,L01X
5658,72885,G01A
5659,78605,C02C
5660,78791,N05B
5661,78605,J05A
5662,5997,N02C
5663,7890,J01A
5664,6959,C08C
5666,78791,N02A
5667,78791,L02B
5668,7890,J04A
5669,7855,M03B
5670,4589,J02A
5671,4279,G02A
5672,5640,J05A
5673,7872,N06D
5674,7821,N06A
5675,7865,L01B
5676,78052,A16A
5678,78791,A02B
5679,5997,N06A
5680,7865,N05A
5681,4589,L01E
5682,4279,J01M
5683,7821,N05B
5684,5860,L01B
5685,3709,N02B
5686,7802,J05A
5687,78791,G03C
5688,78052,C03D
5689,4279,C01B
5690,78791,J05A
5691,7840,C09A
5692,7855,J04A
5693,4589,N06A
5694,6959,L01D
5695,7840,R03C
5696,3709,D07A
5697,7169,A10B
5698,7840,C09A
5699,7907,J01D
5700,7802,M03B
5701,5997,N02B
5702,4279,N05A
5703,78791,N03A
5704,7840,C08C
5705,5789,R02A
5706,7802,G04C
5707,7823,C03A
5708,7855,J01X
5709,78605,J01E
5710,7821,J04A
5711,7823,L01A
5712,2875,C01B
5713,78052,N05A
5714,2875,L01E
5715,5789,N06A
5716,78052,J01D
5718,7865,L02B
5719,7821,A04A
5720,72885,C01B
5721,5849,M02A
5722,72885,N03A
5723,7840,C02C
5724,3752,N03A
5725,2875,V03A
5726,7802,V04C
5727,5789,C09A
5728,78605,A01A
5729,7840,D05A
5730,5119,L01E
5731,78605,L01E
5732,5780,L01D
5733,27651,N05A
5734,5849,L01E
5735,78057,N05A
5736,78052,N03A
5737,7890,J05A
5738,4279,A04A
5739,72885,M01A
5740,5789,N02B
5742,78605,N05A
5743,2875,S01G
5744,2875,J01M
5745,5789,N03A
5746,78605,R01B
5747,7840,N03A
5748,5860,J01C
5749,5789,S01B
5750,7865,J05A
5751,4279,M01A
5752,78791,A07D
5753,7840,S03B
5754,5860,J05A
5755,6959,M02A
5756,7821,R06A
5757,3441,S02B
5758,7855,N06A
5759,78791,N06D
5760,2875,P01B
5761,7890,C09C
5762,7890,C09C
5763,78052,C07A
5765,5640,N05A
5766,3899,L04A
5767,7855,G03A
5768,7840,N07A
5769,7855,A11D
5770,7872,L01X
5771,6959,G03C
5772,5781,M03B
5773,2699,A10B
5774,5640,L01B
5775,2699,N05B
5776,7840,S01A
5777,2875,S01E
5778,7890,J04A
5779,7821,G02A
5780,7855,C01B
5781,7802,C01B
5782,7855,D10A
5783,4589,J01D
5784,7907,L04A
5785,7882,N06A
5786,5997,L01A
5787,7812,L01C
5788,5640,A04A
5789,5119,S01A
5790,7821,C09A
5791,7890,G02C
5792,78605,N02B
5793,78791,B01A
5794,5780,N02C
5795,72885,C10A
5796,27651,L01C
5797,2699,J05A
5798,78052,L01B
5799,7907,J01G
5800,7890,R03D
5801,72885,R03C
5802,7823,L01C
5803,5780,R02A
5804,7890,L01B
5805,2699,P01A
5806,7865,L04A
5807,7855,N07B
5808,7821,N03A
5809,78052,H02A
5810,7821,V03A
5811,5997,S01E
5812,7855,N05A
5813,78791,C07A
5814,4589,G02A
5815,78605,N06B
5816,7855,N05A
5817,5789,L01A
5818,7840,R01B
5819,7169,A07E
5820,78791,A10B
5821,3752,D04A
5822,7821,C10A
5823,7840,A07A
5824,7821,R03D
5825,7840,C03B
5826,5997,N03A
5827,5640,N03A
5828,5640,L01B
5829,6959,A01A
5830,5640,L01E
5831,7865,B01A
5832,6959,C10A
5833,7840,A08A
5834,78605,R03C
5835,7855,N05C
5836,78605,N03A
5837,5997,L04A
5838,78605,N06A
5839,6959,M02A
5840,2875,N05A
5841,2699,G03C
5842,78052,J05A
5843,7855,N05A
5844,5640,L01C
5845,4589,J01C
5846,3710,R02A
5847,7863,C01B
5848,5997,M05B
5849,7840,C09C
5850,7865,N06B
5851,78052,N05B
5852,5640,D04A
5853,7840,G03D
5854,7840,C01C
5855,3752,M02A
5856,7802,S01B
5857,5849,L01E
5858,5640,S02A
5859,4279,A06A
5860,7823,L01X
5861,4589,M04A
5862,27651,L01X
5863,3899,P01B
5864,7821,C09C
5865,7865,N06A
5866,7890,J01C
5867,7855,R01B
5868,7802,M05B
5869,78791,J01A
5870,4279,S01G
5871,4279,M01A
5872,7890,S02B
5873,5860,L01A
5874,78791,L01B
5875,3709,S01A
5876,7821,B01A
5877,7231,G04B
5878,7865,J04A
5879,72885,J01M
5880,4279,N02C
5881,7802,N03A
5882,78052,A02B
5883,7855,V03A
5884,5781,D10A
5885,4589,C07A
5886,5119,L01E
5887,4279,N02C
5888,3752,L01X
5889,6959,N05A
5891,7812,N05A
5892,78906,G02C
