,SYMP,DRUG
1584,7855,N02C
1585,4589,V03A
1586,7823,R06A
1587,7231,L01D
1588,5640,B01A
1589,7802,G02A
1590,72885,C01C
1591,4279,L01E
1592,7840,D04A
1593,9916,N06A
1594,72885,H05B
1595,4589,L01X
1596,7855,G04B
1597,6959,D06B
1598,78605,N05A
1599,4589,C03C
1600,5997,M02A
1601,4589,C09A
1602,7802,S02B
1603,2875,N05A
1604,72885,J02A
1605,78605,N02B
1606,3752,C02D
1607,7872,L01B
1608,7907,J01C
1609,5849,J05A
1610,5789,J01M
1612,2699,G03C
1613,7823,G03C
1614,78791,N05A
1615,3752,S01E
1617,2699,N04B
1618,3752,N02C
1619,5640,H05B
1620,7821,C03C
1621,4279,D11A
1622,7823,H02A
1623,78052,N07B
1624,7823,B01A
1625,3689,C01E
1626,7890,N06A
1627,78605,L01C
1628,7295,V08C
1629,78791,N05C
1630,5780,N04B
1631,78057,N06B
1632,7865,L01B
1633,7840,R02A
1634,2699,J05A
1635,7855,A03A
1636,5640,N05A
1637,6959,J01C
1638,78052,P01B
1639,78052,M01A
1640,78052,M02A
1642,9916,N05A
1643,78791,C09A
1644,3709,N05A
1645,7821,C09C
1646,7812,L01A
1647,5640,L01B
1648,7821,A07D
1649,7840,M03B
1650,5860,L01X
1651,7169,C08C
1652,3689,C01B
1653,3709,A07E
1654,4279,N06A
1655,4589,N06A
1656,72885,N05C
1657,72885,S01G
1658,7872,N02C
1659,78605,N06D
1660,2699,N02B
1661,7295,D05A
1662,7802,R03A
1663,5849,C09C
1664,4589,G04B
1665,7840,C09A
1666,4589,L01B
1667,78605,L01B
1668,5789,C03C
1669,7231,R03B
1670,27651,B05C
1671,7840,L01B
1672,7890,R03C
1673,27651,L01D
1674,3689,M01A
1675,7823,R03D
1676,7231,N06A
1677,7872,N05A
1678,5997,C02D
1679,7840,G04B
1680,4589,C01C
1681,2699,R05D
1682,7855,L01E
1683,7821,C05A
1684,2875,N03A
1685,78791,N02C
1686,2699,N02A
1687,2875,C02D
1688,7863,R03D
1689,72885,C07A
1690,78791,M03C
1691,5849,L01A
1692,7872,N05A
1693,9916,N05A
1694,78052,M03B
1695,5860,J01F
1696,5789,C08D
1697,7840,G02A
1698,6959,R01A
1700,78605,N07X
1701,6959,A10B
1702,7882,N04B
1703,7855,R05D
1704,78052,N05C
1705,4589,N06A
1706,7821,J01M
1707,7865,J01M
1708,7890,N05A
1709,7169,G04C
1710,78791,J05A
1711,9916,N03A
1712,78791,N06A
1713,3710,S01B
1714,78052,C08C
1715,5860,L01X
1716,7890,V03A
1717,78791,A07A
1718,78052,N06A
1719,7825,A07E
1720,7802,M05B
1721,7840,G03A
1722,5640,N07B
1723,2875,C01B
1724,7840,H05B
1725,7802,S02A
1726,5997,C01B
1727,7855,N05C
1728,7821,N02A
1729,7895,L01X
1730,72885,N07B
1731,7882,N02A
1732,5997,J05A
1733,27651,A06A
1734,7821,R05D
1735,7890,N03A
1736,5860,M05B
1737,5640,A03A
1738,4589,C03C
1739,72885,N05C
1740,7823,C02C
1741,7821,G03D
1742,4589,D06A
1743,7855,C09A
1744,7821,C09A
1745,7821,N03A
1746,4589,N07A
1747,5860,G02C
1748,7802,R03B
1749,7825,L01C
1750,78052,L01X
1751,5860,N06D
1752,7865,A08A
1753,5860,L01E
1754,2875,L01X
1755,78791,N06A
1756,7872,J01M
1757,7821,C08D
1758,7802,C09A
1759,4589,R03C
1760,78605,N02C
1761,3689,A10B
1762,2875,J02A
1763,5860,C01B
1764,5997,N04B
1765,5789,N04B
1766,78605,J01C
1767,5860,J01D
1768,7231,C07A
1769,5640,J05A
1770,78052,N06A
1771,2875,R06A
1772,78052,A05A
1773,7821,G03B
1775,7821,A10B
1777,7890,N04B
1778,7802,N03A
1779,78791,D10A
1780,4589,M01A
1781,7855,G04B
1782,5640,C01C
1783,7840,A04A
1784,7802,S01E
1785,78791,N06A
1786,5119,N06A
1787,78605,M01A
1788,3899,N03A
1789,7865,J01M
1790,5997,C08C
1791,78605,G01A
1792,7840,L04A
1793,7890,J05A
1794,78052,L01C
1795,72885,S01A
1796,7882,C01C
1798,7890,D09A
1799,78052,C01D
1800,7821,C03A
1801,5860,J05A
1802,7802,N02B
1803,6959,J01D
1804,7890,J05A
1805,72885,N06A
1806,2699,N03A
1807,3689,N05C
1808,7840,L01A
1810,7802,N04B
1811,7823,R03B
1812,7872,N06A
1813,7890,N06D
1814,2699,L01A
1815,7821,L01X
1816,2699,A10B
1817,7840,S01J
1818,7840,S01G
1819,5997,S01E
1820,78791,M05B
1821,5997,S01B
1822,78791,J05A
1823,78605,C01B
1824,3752,L04A
1825,7802,G04B
1826,7890,J02A
1827,7865,N07B
1828,7169,D07A
1829,78791,P01A
1830,72885,D10A
1831,78605,N02C
1832,7812,N05A
1833,7890,C03D
1834,3899,N03A
1835,78791,J01M
1836,2699,J05A
1837,7821,R07A
1838,5640,C03A
1839,5860,A10B
1840,7295,G04C
1841,7821,N03A
1843,5119,L01E
1844,7890,N04B
1845,2875,S02B
1846,7855,R03A
1848,7821,N04B
1849,7812,L04A
1850,5849,C09A
1851,5997,J05A
1852,7907,J04A
1853,4589,V04C
1854,7872,J01M
1855,6959,D09A
1856,4589,A02B
1857,5849,C07A
1858,78052,R03D
1859,72885,N05A
1860,7295,J05A
1861,4279,N05C
1862,4279,C09A
1863,2875,C03A
1864,7840,L01E
1865,7855,C01D
1866,7855,N06A
1867,78605,C09A
1868,7882,R06A
1869,2875,L01A
1870,2699,A02B
1871,5849,S01A
1872,5640,J04A
1873,7840,A07E
1874,78791,D06B
1875,5860,N06A
1876,78791,L01B
1877,7855,L04A
1878,72885,N03A
1879,7872,M01A
1880,7169,M01A
1881,7821,S01E
1882,7821,M03B
1883,7821,G04C
1884,78052,S03B
1885,72885,N05A
1886,5640,L01X
1888,4279,N06B
1889,5849,A06A
1890,7821,C03D
1891,7890,J04B
1892,7865,J05A
1893,3709,C07A
1894,78791,J05A
1895,5997,C01D
1896,4279,N07X
1897,4279,V03A
1898,78791,D01A
1899,7840,R03A
1900,78052,N03A
1902,7840,V04C
1903,7823,N01B
1904,78791,J01M
1905,7840,S02A
1906,7231,J01M
1907,5997,N06D
1908,2875,L01X
1909,7821,N02C
1910,7295,G04B
1911,5780,M02A
1912,7840,L01B
1913,72885,R03A
1914,78052,J02A
1915,78605,A10B
1916,78791,J01D
1917,7169,N02C
1918,7169,N05C
1919,5860,C10A
1920,7840,J05A
1921,78605,C09C
1922,2699,N02B
1923,2875,D11A
1924,7890,M05B
1925,7840,D07A
1926,4589,N03A
1927,4589,N06A
1928,78906,R03D
1929,78605,B02A
1930,5640,A16A
1931,7855,N06A
1932,7169,N03A
1933,7821,N05C
1934,4589,G04B
1935,2875,V03A
1936,7823,L01A
1937,72885,A03F
1938,7840,G04B
1939,7840,S01A
1940,78052,M01A
1941,78605,R01A
1942,7882,N02A
1943,78791,N05A
1944,7823,L01X
1945,7840,N03A
1946,78791,C02D
1947,2699,B03B
1948,78906,J01M
1949,2699,J01M
1950,78052,C02K
1951,78052,N06B
1952,72885,J01M
1953,7907,D10A
1954,7823,C03A
1955,7872,C08C
1956,3752,L01E
1957,78791,B01A
1958,4279,C03B
1959,2699,L01B
1960,5860,N05A
1961,7802,L01D
1962,5997,J01C
1963,72885,P01A
1964,7872,L01X
1965,7231,L04A
1966,7821,M01C
1967,7821,J01D
1968,7821,R03D
1969,7872,N05B
1970,2875,L01D
1971,4279,N07B
1972,7895,L01B
1973,7840,M03B
1974,78605,J01D
1975,7872,N02C
1976,5640,L01X
1977,3689,N02A
1978,78791,A10B
1979,5640,C09C
1980,2875,P01A
1981,7823,S01E
1982,72885,L01C
1983,7872,A02B
1984,4589,C03C
1985,7821,G04B
1986,5119,N04B
1987,7840,L01A
1988,7821,N07X
1989,78791,G02A
1990,3689,A02B
1991,78791,C09A
1992,9916,N02C
1993,7295,J05A
1994,78791,C07A
1995,72885,V03A
1997,7855,N05C
1998,78605,J05A
1999,72885,C10A
2000,5997,J05A
2001,5789,N06A
2002,5640,D05A
2003,7882,R03D
2005,5640,L02B
2006,78052,G03A
2007,7890,D05A
2008,4589,J05A
2009,78791,C07A
2010,5789,B01A
2011,5997,G04B
2012,4279,N02C
2013,5860,L01A
2014,7855,J01A
2015,7802,G02C
2016,7821,N07X
2018,6959,N02C
2019,78605,N05A
2020,7812,N03A
2021,7872,B01A
2022,7802,N02C
2024,78791,C03C
2025,78791,M05B
2026,7295,J01M
2027,78052,B01A
2028,7802,N04B
2029,78791,J01C
2030,5860,M02A
2031,2699,J02A
2032,7821,N02C
2033,5781,J01D
2034,7812,G03D
2035,3752,S01E
2036,4589,B02A
2037,78605,N03A
2038,4589,N05C
2039,3899,C09A
2040,2699,A10B
2041,7890,M05B
2042,7821,A07E
2043,6959,C09A
2044,78605,C01B
2045,78791,A02B
2046,7890,N05B
2047,78605,B01A
2048,78791,N06A
2049,7812,N04B
2050,7865,R07A
2051,7872,N06A
2052,7840,S01B
2053,4589,N05A
2054,78791,M01A
2055,5860,N03A
2056,7872,L01B
2057,3689,S01E
2058,78052,N03A
2059,5789,B01A
2060,7823,N06B
2061,4589,C01C
2062,78605,J05A
2063,7802,L04A
2064,78052,M01A
2065,78906,C07A
2066,7802,N06A
2067,27651,N06A
2068,78791,J05A
2069,7823,C03B
2070,7821,N02C
2071,3899,J05A
2072,7295,N06A
2073,2875,C10A
2074,5640,S01F
2075,78605,R03D
2076,2875,M01A
2077,7855,N02A
2078,78791,A02B
2079,5860,P01B
2081,7802,C07A
2082,5860,J01M
2083,6959,N01B
2084,5849,A10B
2085,7890,G04B
2086,6959,L01B
2087,2875,D06B
2088,7840,C07A
2089,4589,S01E
2090,72885,J01D
2091,7840,S01E
2092,27651,G01A
2093,7882,N07A
2094,4589,A04A
2095,5789,N02C
2096,7821,J01C
2097,6959,N02A
2098,78791,A10B
2099,27651,G02A
2100,7821,N04B
2101,7821,L01C
2102,78052,L01X
2103,2875,L01X
2104,7840,C01B
2105,4589,A03B
2106,4589,C05A
2107,2699,N06A
2108,5119,N04B
2110,7821,L01E
2111,5860,N06A
2112,3899,L01A
2113,78605,R06A
2114,7855,M01A
2115,7840,C01B
2116,7907,J02A
2117,2699,N06D
2118,2699,L01B
2119,5789,N05A
2120,7821,B01A
2121,7890,L01E
2122,5997,N02C
2123,7872,H05B
2124,7802,N07X
2125,78791,N05A
2126,5640,A03B
2127,2699,N03A
2128,5997,J04A
2129,7821,N04B
2130,4589,S01E
2131,3709,S01E
2132,2699,L01B
2133,7890,A02B
2134,7890,N06A
2135,7890,J05A
2136,7821,N05C
2137,7872,V04C
2138,5789,A05A
2139,78605,J01M
2140,3899,A07E
2141,5640,N04B
2142,5860,N05B
2143,2699,J02A
2144,78605,B01A
2145,7821,N02B
2146,5780,A02B
2147,7872,N06D
2148,7865,C01D
2149,7865,N06A
2150,78605,L01E
2151,3689,C05A
2152,27651,S01G
2153,2699,C08D
2154,7821,J01D
2155,5780,M02A
2156,4279,N06A
2157,72885,C04A
2158,7895,L01A
2159,5789,N03A
2160,7821,C03B
2161,7802,R06A
2162,7821,L01B
2163,7821,N03A
2164,7890,N03A
2165,5640,G03X
2166,78791,N03A
2167,7872,N02A
2168,78052,N06D
2169,7802,C09C
2170,3689,N05C
2171,5640,J02A
2172,72885,S01E
2173,7855,S01L
2174,7840,C03C
2175,7840,J05A
2176,72885,C03D
2177,7855,N03A
2178,7882,C01B
2179,5860,A07E
2180,7890,J05A
2181,6959,C03A
2182,7890,J02A
2183,27651,N04B
2184,5640,C09A
2185,78052,L01E
2186,7295,N05C
2187,4589,N04B
2188,7890,J02A
2189,78791,D05A
2190,5860,D06B
2191,7821,D10A
2192,2875,N07B
2193,7802,N05C
2194,5640,J01A
2195,7231,N02B
2196,7840,M01A
2197,5640,L01C
2198,2699,D06B
2199,7890,A10B
2200,27651,N06D
2201,7890,N07B
2202,7890,N03A
2203,4589,L01A
2204,7823,L01D
2205,5780,N05A
2206,5997,N02B
2207,2699,N06D
2208,7855,S01A
2209,5789,S01A
2210,78791,R06A
2211,78052,C07A
2212,7802,N05C
2213,3752,N02C
2214,4279,N06B
2215,7840,C08C
2216,7823,N06A
2217,5640,L01A
2218,5860,N05A
2219,3752,C07A
2220,2875,A10B
2221,7872,C10A
2222,2875,N06A
2223,7823,J05A
2224,7840,S01B
2225,3689,C03D
2226,7295,C09A
2227,78791,G02C
2228,78052,G04B
2229,5640,R06A
2230,7295,B01A
2231,4589,N06D
2232,2875,N03A
2233,5997,B01A
2234,78791,S01E
2235,5789,L01C
2236,2875,C07A
2237,5997,J05A
2238,7169,L04A
2239,4131,N02C
2240,5789,C07A
2241,78791,M05B
2242,78791,N05B
2243,7882,N06A
2244,7802,J01M
2245,7865,L01E
2246,7865,N02A
2247,5789,L01B
2248,78791,V03A
2249,7231,A07E
2250,7821,A10B
2251,9916,N03A
2252,6959,M05B
2253,7802,C09C
2254,7840,C10A
2255,7840,A10B
2256,7890,N05B
2257,9916,N05A
2258,78605,N05A
2259,5997,N04B
2260,5640,A06A
2261,3899,N04B
2262,5780,N06A
2263,4589,N05C
2264,27651,A10B
2265,5997,M01A
2266,7840,L01X
2267,78791,J01D
2268,78052,A10B
2269,5119,A10B
2270,78605,L01B
2271,78605,J04A
2272,4589,N07B
2273,7840,A01A
2274,78791,L01E
2275,7872,L01C
2276,7821,D06A
2277,4589,N07A
2278,7855,N02B
2279,7823,N06D
2280,7882,N05A
2281,4589,N03A
2282,7863,N05A
2283,78791,B01A
2284,2875,J01D
2285,7890,C03B
2286,3752,N02B
2287,7802,G04C
2288,7855,G03D
2289,78791,N04B
2290,4589,G01A
2291,3689,N03A
2292,78791,A01A
2293,9916,A04A
2294,7882,N06D
2295,7840,J05A
2296,7865,C01E
2297,5640,R03A
2298,2875,N06A
2299,5997,G02A
2300,7823,N02A
2301,78791,A06A
2302,78791,J05A
2303,78791,S01G
2304,7821,R02A
2305,5640,J05A
2306,78791,C10A
2307,4589,C09A
2308,7295,J05A
2309,7882,N01A
2310,4131,N02C
2311,4589,J01A
2312,7821,N04B
2313,7840,N06A
2314,3752,D07A
2315,3689,L01A
2316,6959,N01B
2317,7823,C03D
2318,27651,L01B
2319,7821,J05A
2320,4111,A10B
2321,5860,N03A
2322,3709,N06A
2323,2875,L01E
2324,5849,V03A
2325,78791,J05A
2326,7890,C04A
2327,78052,G01A
2328,7840,S01E
2329,7802,A10B
2330,4279,A02B
2331,78791,A06A
2332,2875,L01B
2333,78057,N01A
2334,3709,R01A
2335,78791,S02A
2336,7295,A10B
2337,7802,L01E
2338,3752,R03B
2339,5997,J01M
2340,78791,J01A
2341,6959,N05A
2342,7907,S01A
2343,7840,S01E
2344,5640,J01E
2345,7821,N06A
2346,5640,L04A
2347,7802,L01B
2348,5860,V08C
2349,5640,N03A
2350,3709,S01B
2351,7821,L01X
2352,2875,C01C
2353,7802,N05A
2354,7895,N04B
2355,7863,J01M
2356,3710,J02A
2357,2699,M04A
2358,7823,C04A
2359,7890,J01M
2360,7823,N02C
2361,7890,V03A
2362,7802,C07A
2363,5860,C03C
2364,7821,M03B
2365,5860,M04A
2366,5860,C09A
2367,7812,N06A
2368,3709,R01A
2369,7802,C08C
2370,5789,N04B
2371,72885,A02B
2372,7825,J02A
2373,5789,C09A
2374,7855,L04A
2375,78791,B01A
2376,2699,C07A
2377,7840,R06A
2378,5997,M03C
2379,7855,J01D
2380,7855,N05A
2381,72885,C02A
2382,4279,G04C
2383,7855,N06A
2384,3899,J01M
2385,72885,N05A
2386,78791,H05B
2387,7823,A06A
2388,4111,L01X
2389,78605,C02A
2390,7840,N06A
2391,7865,C09C
2392,78906,A07E
2393,78052,D06B
2394,78605,R03A
2395,7821,D07A
2397,7882,N03A
2398,5997,G04B
2399,5640,N02C
2400,7242,G02C
2401,7890,C04A
2402,7823,J01M
2403,7821,C09A
2404,78791,J01D
2405,78052,N06A
2406,7840,V03A
2407,7821,L01X
2408,7855,C09A
2409,7863,A02B
2410,78791,L01B
2411,7855,N06A
2412,2875,C07A
2413,5640,M01A
2414,2699,M03B
2415,3689,C07A
2416,7855,C09A
2417,2875,A10B
2418,5860,C01B
2419,72885,L01X
2420,78052,C01C
2421,7865,C10A
2422,6959,J04B
2423,5997,B01A
2424,4589,C03D
2425,7840,A10B
2426,7872,G03D
2427,7863,N06A
2428,7823,N06A
2429,78791,N06A
2430,72885,N07B
2431,7802,N01B
2432,7295,N05A
2433,7855,A04A
2434,72885,B01A
2435,7865,C09C
2436,78791,J05A
2437,27651,N02B
2438,2875,C08C
2439,2699,A10B
2440,7802,B01A
2441,7823,N06A
2442,7890,P01B
2443,7840,G03X
2444,3710,P01B
2445,7821,C09A
2446,4589,R06A
2447,7895,L01A
2448,78605,D10A
2449,5860,B01A
2450,7890,A02B
2451,7895,J05A
2452,7802,C03A
2453,7840,N03A
2454,7812,N05A
2455,78605,C01C
2456,3752,M03C
2457,7821,S01E
2458,72885,C03B
2459,7295,C09C
2460,6959,S01E
2461,72885,N07A
2462,6959,J01D
2463,7872,L04A
2464,4279,N05A
2465,5789,M01A
2466,7821,J01A
2467,2699,L01B
2468,3752,R01A
2469,7810,N05A
2470,7812,N02C
2471,7169,V03A
2472,7295,A10B
2473,78791,R03C
2474,7823,R01A
2475,7865,C07A
2476,7231,R05D
2477,78605,A04A
2478,5640,C08C
2479,78791,H05B
2480,7821,N02A
2481,7821,J05A
2482,5997,J01D
2483,7823,C01B
2484,6959,J01A
2485,6959,J01E
2486,4589,A10B
2487,78605,A04A
2488,7821,R03A
2489,4589,J05A
2490,4589,L01D
2491,78605,N04B
2492,7890,C02D
2493,5860,J01A
2494,7802,L04A
2495,7821,C03B
2496,2875,J04A
2497,7821,D07A
2498,2875,C03C
2499,7821,C08C
2500,72885,D06B
2501,5997,M04A
2502,4279,V08C
2503,2699,N06A
2504,7823,P02C
2505,7895,C03D
2506,7821,J04A
2507,9916,N02A
2508,78791,P01B
2509,78052,A02B
2510,7872,N04B
2511,5997,B01A
2512,7890,C03B
2513,7872,G02A
2514,2875,J01D
2515,78052,A02B
2516,78791,A03F
2517,7865,C07A
2518,7855,J05A
2519,5640,A07E
2520,7812,N07X
2521,7882,N04B
2522,2875,R06A
2523,7295,J01M
2524,3899,P01B
2525,4279,G04C
2526,3709,A16A
2527,78605,C08D
2528,5997,M03B
2529,5849,N06A
2530,5640,C08C
2531,7823,L02B
2532,5860,N04B
2533,78791,C03A
2534,78791,A04A
2535,7882,N06A
2536,7295,L01A
2537,7823,A02B
2538,5640,C03A
2539,7821,N06B
2540,2699,N05B
2541,5997,G03B
2542,7802,N06A
2543,7169,C10A
2544,72885,C08D
2545,7821,J01C
2546,7865,L01A
2547,5860,V03A
2548,78791,R06A
2549,4279,N06B
2550,7840,D06B
2551,5119,S01A
2552,5997,M01A
2553,5789,N06A
2554,5640,C08C
2555,78791,L01D
2556,4279,A02B
2557,5997,L01B
2558,7821,J01D
2559,7823,N06A
2560,7890,L02B
2561,4589,S01G
2562,5860,A07A
2563,6959,M01A
2564,7890,N02A
2565,5640,N02B
2566,5640,M01A
2567,7865,C10A
2569,4589,N01B
2570,72885,C07A
2571,7855,N06A
2572,7865,L04A
2573,7882,R06A
2574,7855,N07B
2575,3752,S01E
2576,7865,C10A
2577,7840,R03A
2578,5119,L01C
2579,5640,L01B
2580,7865,N02B
2581,7295,C09A
2582,3689,S01G
2583,5640,L01E
2584,7821,S01E
2585,7863,B01A
2586,5997,A02B
2587,5860,N03A
2588,5789,N06A
2589,5640,R02A
2590,2875,N05C
2591,4589,N06A
2592,78791,N02B
2593,78791,G04B
2594,78605,H05B
2596,7821,D06B
2597,7231,G04B
2598,4589,N02A
2599,7231,N06A
2600,78052,N06A
2601,6959,J01M
2602,7802,S01G
2603,5780,R03D
2604,7823,D01A
2605,7890,C01B
2606,5119,C09A
2607,7895,R05D
2608,78052,N07B
2609,2699,J05A
2610,4589,P01B
2611,7890,J01D
2613,4589,S01E
2614,78605,N05C
2615,7865,D01A
2616,78052,A10B
2617,78605,D11A
2618,78791,L04A
2619,7823,A02B
2620,5849,J05A
2621,6959,L01A
2622,7825,N02B
2623,7840,C03A
2624,5860,D01A
2625,7295,L01E
2626,3899,S01B
2627,7823,D06B
2628,5789,S02A
2629,3709,M03B
2630,5119,J01D
2631,5640,C02D
2632,6959,J01D
2633,7863,C09A
2634,6959,D10A
2635,7865,R03C
2636,7821,L01D
2637,6959,L02B
2638,2699,G04C
2639,2699,N06A
2640,7821,A08A
2641,7823,N06A
2642,7865,S01G
2643,5780,N07X
2644,7882,L01C
2645,78605,N05A
2646,5640,L01B
2647,78791,G04C
2648,7821,D01A
2649,7810,N05A
2650,5860,D06A
2651,78605,J01A
2652,7295,N04B
2653,78791,S01A
2654,2875,L01B
2655,78791,J05A
2656,4589,N06B
2657,4589,N06A
2658,7821,J05A
2659,78791,L01X
2661,72885,A07E
2662,4589,C09C
2663,7855,A02B
2664,7840,M02A
2665,72885,C10A
2666,78791,C03D
2667,78791,C08C
2668,78605,G04B
2669,78605,J05A
2670,78605,N02B
2671,78791,B05B
2672,5849,C02D
2673,7812,S01A
2674,7840,J05A
2675,7821,S01A
2676,7802,B01A
2677,78791,J05A
2678,7855,C09A
2679,7840,J05A
2680,7295,C07A
2681,78052,N05A
2683,5640,R06A
2684,7825,N05C
2685,7890,J05A
2686,5789,M01A
2687,4589,N05B
2688,7890,J05A
2689,5640,N06A
2690,78605,N02C
2691,5997,N04B
2692,7865,J01D
2693,7821,N05A
2694,78605,L01A
2695,7855,J02A
2697,72885,C03A
2698,4279,C10A
2699,4279,A04A
2700,7840,L01X
2701,7840,J05A
2702,7802,C09A
2703,7890,N06B
2704,4279,C02C
2705,2699,A04A
2706,7821,S01E
2707,2699,N06A
2708,4589,L01C
2709,5789,M04A
2710,5860,J05A
2711,7825,N06A
2712,78791,N05C
2713,78052,A01A
2714,7821,J01D
2715,7821,L02B
2716,7821,D06B
2717,5860,N02B
2718,72885,J01M
2719,78605,J05A
2720,7802,J05A
2721,7821,N06A
2722,5640,N02C
2723,78906,R01B
2724,5789,L01E
2725,2875,S01A
2726,78605,N05C
2727,7865,L01B
2728,2875,N03A
2729,5789,L01D
2730,5119,J04A
2731,7840,J01E
2732,5780,N02B
2733,78791,N06A
2734,7855,A07E
2735,7295,L01D
2736,3709,S01E
2737,7802,S01E
2738,3899,D06A
2740,3752,R06A
2741,7882,L01X
2742,78605,B01A
2743,78605,J05A
2744,4589,N05A
2745,7855,C04A
2746,7865,V03A
2747,3899,C03C
2748,5640,C10A
2749,5997,C03D
2750,4589,B01A
2751,7882,N03A
2752,78791,J01G
2753,72885,D01A
2754,78052,A07E
2755,7840,A10B
2756,7295,L01E
2757,5640,G04B
2758,7865,C02D
2759,7823,A10B
2760,7890,L01X
2761,78605,L01B
2762,78791,V03A
2763,5640,G04B
2764,72885,M01A
2765,7169,N03A
2766,2875,J05A
2767,2875,N06A
2768,7823,G04B
2769,7840,C03D
2770,7855,N03A
2771,72885,P01B
2772,5640,G04B
2773,4589,L01X
2774,3743,N05A
2775,4279,J01M
2776,7840,L01B
2777,7295,C10A
2778,5640,J01M
2779,7865,J02A
2780,4589,A04A
2781,4589,R03D
2782,5640,C10A
2783,7812,M02A
2784,7802,M01A
2785,5860,M02A
2786,5849,C08C
2787,5789,N06A
2788,2699,L04A
2789,7295,N02C
2790,7863,B05B
2791,78791,N05C
2792,5860,A02B
2793,5640,C02A
2794,78791,R06A
2795,7295,N05A
2796,78052,N05C
2797,7295,N05A
2798,2875,A07E
2799,7890,C08D
2800,3689,J05A
2801,78791,J05A
2802,78052,S01E
2803,7823,N02A
2804,5997,C09A
2805,5789,D10A
2806,5789,M01A
2807,7821,J01A
2808,78605,J05A
2809,7840,G02A
2810,7823,J01M
2811,7872,J05A
2812,7855,H02A
2813,7821,J04A
2814,2875,J01M
2815,7821,G03C
2816,7802,H02A
2817,5860,J05A
2818,4279,C07A
2819,5997,C07A
2820,7823,C07A
2821,7855,N05A
2822,78791,N02A
2823,5860,L01D
2824,6959,N07B
2825,78052,N05C
2826,7890,R03A
2827,7840,N04B
2828,7810,N05B
2829,4589,C09A
2830,7823,C10A
2831,7890,J01D
2832,7295,N02B
2833,5640,D06B
2834,5997,L01D
2835,7890,N03A
2836,7882,N05A
2837,5997,R06A
2838,4279,N05A
2839,7802,N05C
2840,78791,M05B
2841,7882,N06A
2842,78791,L04A
2843,5849,C09A
2844,7169,M05B
2845,6959,N06D
2846,2875,J01X
2847,5780,B01A
2848,7242,M02A
2849,7865,N03A
2850,7855,M01A
2851,78605,C02D
2852,4589,S02A
2853,7890,J01D
2854,78791,N02B
2855,4589,A07E
2856,3899,N06B
2857,2699,M05B
2858,78605,N06B
2859,7855,M02A
2860,6959,N05A
2862,7821,L01X
2863,2875,N03A
2864,7890,C10A
2865,2699,C09A
2866,7812,N02B
2867,2699,J05A
2868,6959,N02C
2869,7855,N07B
2870,7812,N05C
2871,7295,C09C
2872,7840,G02C
2873,7823,C10A
2874,7810,C01B
2875,3689,N05B
2876,7840,A01A
2877,7855,S01E
2878,7821,L01B
2879,5860,J05A
2880,5640,V03A
2881,72885,C09A
2882,2875,N02C
2883,78605,N04B
2884,5789,M03B
2885,2699,B01A
2886,4589,C02D
2888,7890,J01D
2889,7865,N06A
2890,7855,J01M
2891,7295,A02B
2893,7821,J05A
2894,7802,N05A
2895,7231,N02B
2896,7802,C09A
2897,7821,M05B
2898,4279,A03B
2899,5640,L01E
2900,3689,C07A
2901,7890,N02B
2902,5860,J01C
2903,6959,D10A
2904,78605,N04B
2905,5789,C08C
2906,7890,N01A
2907,4589,N03A
2908,78052,C10A
2909,4589,A07A
2910,6959,M05B
2911,6959,C05A
2912,7890,D05B
2913,5780,S01B
2914,78791,A10B
2915,7840,J02A
2916,7821,M02A
2917,7812,N04B
2918,7855,G01A
2919,2875,V04C
2920,7890,N06D
2921,78052,N02C
2922,7890,C09A
2923,78605,G04C
2924,5640,A11C
2925,7802,L01X
2926,78791,A02B
2927,7821,P01A
2928,5860,C03C
2929,7840,A02B
2930,5997,M01A
2931,78791,C03B
2932,5640,M03B
2933,7890,C08C
2934,7890,C10A
2935,4111,G04B
2936,5997,J05A
2937,7821,J01E
2938,7890,C02C
2939,7802,J05A
2940,4279,N06A
2941,78052,A01A
2942,78791,N07A
2943,7821,N02C
2944,5849,J05A
2945,5640,R06A
2946,5997,M01A
2947,5640,N02C
2948,7840,C01C
2949,78052,N01B
2950,7865,L01A
2951,78052,C07A
2952,4589,S01B
2953,4589,N07X
2954,78052,L01D
2955,7890,R06A
2956,7840,C02C
2957,5789,C01B
2958,2875,J04A
2959,5640,C09C
2960,7890,A03F
2961,7840,N02C
2962,5860,A02B
2963,2875,J05A
2964,78791,J05A
2965,7821,M01A
2966,4111,J05A
2967,5860,C03A
2968,7802,N06D
2969,78605,G02A
2970,7825,D05B
2971,7865,N02C
2973,78052,A08A
2974,4279,S03B
2975,72885,C07A
2976,5789,N06D
2977,3709,S01A
2978,4589,D10A
2979,7821,S01E
2980,78791,N06A
2981,5849,A10B
2982,78605,N06A
2983,78605,N04B
2984,4131,C08D
2985,72885,S01E
2986,7872,N06A
2987,2699,G04C
2988,9916,N06D
2989,7823,R03C
2990,78052,M04A
2991,7865,C07A
2992,7882,N05A
2993,2699,N06A
2994,78791,P01A
2995,78791,G04C
2996,78791,R07A
2997,7882,R05D
2998,7840,A10B
2999,7802,P01B
3000,78605,N02A
3001,4589,C03A
3002,2699,J05A
3003,2875,N05A
3004,7840,N05C
3005,7821,G01A
3006,7825,N02C
3007,3689,N04B
3008,5860,L04A
3009,3709,S01E
3010,7882,N06A
3011,5997,B01A
